Date,Year,Month,Month_Name,Min Temperature(°C),Max Temperature(°C),Average Temperature(°C),Precipitation(mm),Wind(km/h),Relative Humidity,Solar(W/m²)
2000-09-22,2000,9,September,15.335,32.677,24.006,0.0,3.56,0.257,29.68
2000-09-23,2000,9,September,14.138,32.941,23.54,0.0,3.155,0.272,29.632
2000-09-24,2000,9,September,14.312,34.623,24.467,0.0,2.759,0.279,29.855
2000-09-25,2000,9,September,15.725,34.533,25.129,0.0,2.933,0.276,29.112
2000-09-26,2000,9,September,16.331,33.0,24.666,0.0,2.638,0.265,18.574
2000-09-27,2000,9,September,16.05,33.65,24.85,0.0,3.308,0.232,25.661
2000-09-28,2000,9,September,18.256,32.548,25.402,0.0,4.31,0.209,30.494
2000-09-29,2000,9,September,14.62,33.613,24.116,0.0,3.071,0.205,30.641
2000-09-30,2000,9,September,13.974,34.9,24.437,0.0,2.961,0.187,30.798
2000-10-01,2000,10,October,14.418,36.099,25.258,0.0,2.77,0.181,30.72
2000-10-02,2000,10,October,11.59,36.357,23.974,0.0,2.167,0.268,30.765
2000-10-03,2000,10,October,15.183,35.637,25.41,0.0,3.061,0.212,27.785
2000-10-04,2000,10,October,16.981,34.158,25.57,0.0,3.22,0.245,26.443
2000-10-05,2000,10,October,16.021,38.636,27.328,0.0,1.897,0.298,29.636
2000-10-06,2000,10,October,15.372,36.354,25.863,0.0,1.933,0.256,30.669
2000-10-07,2000,10,October,16.013,35.881,25.947,0.0,3.304,0.175,31.154
2000-10-08,2000,10,October,16.332,36.572,26.452,0.0,2.982,0.189,31.004
2000-10-09,2000,10,October,16.054,40.086,28.07,0.0,1.636,0.373,27.38
2000-10-10,2000,10,October,14.011,36.084,25.048,0.0,2.108,0.353,31.05
2000-10-11,2000,10,October,11.372,35.762,23.567,0.0,2.674,0.32,30.852
2000-10-12,2000,10,October,18.628,33.861,26.244,0.0,3.948,0.223,31.201
2000-10-13,2000,10,October,17.383,33.474,25.428,0.0,3.902,0.296,31.031
2000-10-14,2000,10,October,16.115,35.367,25.741,0.0,2.967,0.291,30.967
2000-10-15,2000,10,October,19.818,37.136,28.477,0.0,2.137,0.254,22.422
2000-10-16,2000,10,October,15.871,35.295,25.583,0.0,2.878,0.207,31.582
2000-10-17,2000,10,October,17.442,36.595,27.018,0.0,2.921,0.21,31.275
2000-10-18,2000,10,October,12.712,37.295,25.004,0.0,2.276,0.216,31.584
2000-10-19,2000,10,October,10.368,38.508,24.438,0.0,1.548,0.375,30.869
2000-10-20,2000,10,October,14.777,42.655,28.716,0.0,1.703,0.455,29.705
2000-10-21,2000,10,October,11.809,35.12,23.464,0.0,2.16,0.399,30.785
2000-10-22,2000,10,October,16.88,34.209,25.544,0.0,2.691,0.274,28.499
2000-10-23,2000,10,October,14.175,41.273,27.724,0.0,1.727,0.394,28.22
2000-10-24,2000,10,October,18.935,33.34,26.138,0.318,2.301,0.506,15.009
2000-10-25,2000,10,October,16.424,30.398,23.411,0.0,1.676,0.519,12.196
2000-10-26,2000,10,October,17.308,37.258,27.283,0.294,1.57,0.398,15.605
2000-10-27,2000,10,October,17.346,37.922,27.634,0.101,1.766,0.359,23.527
2000-10-28,2000,10,October,21.686,36.184,28.935,0.0,3.275,0.187,31.49
2000-10-29,2000,10,October,16.25,34.909,25.58,0.0,2.162,0.289,20.767
2000-10-30,2000,10,October,18.225,32.069,25.147,0.674,2.912,0.506,17.97
2000-10-31,2000,10,October,15.652,37.919,26.786,0.01,2.34,0.644,15.069
2000-11-01,2000,11,November,16.182,31.612,23.897,0.0,2.415,0.508,18.483
2000-11-02,2000,11,November,15.585,31.68,23.632,1.032,1.782,0.56,15.341
2000-11-03,2000,11,November,16.699,33.693,25.196,1.967,1.946,0.666,15.659
2000-11-04,2000,11,November,17.9,30.111,24.005,0.355,2.035,0.668,13.526
2000-11-05,2000,11,November,16.558,33.375,24.966,0.0,2.458,0.441,18.171
2000-11-06,2000,11,November,15.692,33.446,24.569,0.0,2.202,0.448,19.818
2000-11-07,2000,11,November,16.689,32.858,24.774,0.0,2.583,0.356,20.043
2000-11-08,2000,11,November,17.002,30.485,23.743,2.927,2.337,0.445,23.391
2000-11-09,2000,11,November,14.809,33.223,24.016,0.0,2.433,0.454,22.854
2000-11-10,2000,11,November,12.918,33.236,23.077,0.459,1.931,0.494,17.969
2000-11-11,2000,11,November,17.403,35.311,26.357,0.498,2.333,0.466,19.736
2000-11-12,2000,11,November,18.147,35.56,26.854,0.127,2.412,0.483,19.961
2000-11-13,2000,11,November,17.661,34.692,26.176,0.118,1.808,0.516,17.845
2000-11-14,2000,11,November,15.808,35.352,25.58,3.33,2.083,0.616,17.781
2000-11-15,2000,11,November,17.793,32.426,25.11,1.466,1.99,0.545,20.318
2000-11-16,2000,11,November,16.344,35.378,25.861,1.157,2.202,0.593,16.735
2000-11-17,2000,11,November,16.769,32.001,24.385,0.266,3.719,0.663,10.031
2000-11-18,2000,11,November,16.751,31.744,24.248,0.305,3.038,0.636,16.86
2000-11-19,2000,11,November,18.112,32.698,25.405,0.0,4.031,0.538,20.482
2000-11-20,2000,11,November,18.252,30.884,24.568,0.409,2.727,0.565,14.621
2000-11-21,2000,11,November,17.536,33.71,25.623,0.0,3.046,0.466,20.613
2000-11-22,2000,11,November,17.569,28.536,23.053,0.359,4.085,0.655,28.195
2000-11-23,2000,11,November,15.64,36.299,25.97,0.345,1.7,0.595,20.527
2000-11-24,2000,11,November,16.486,31.418,23.952,0.644,2.147,0.635,15.843
2000-11-25,2000,11,November,16.197,34.038,25.118,0.0,2.301,0.521,21.599
2000-11-26,2000,11,November,16.569,26.609,21.589,10.669,2.259,0.798,28.85
2000-11-27,2000,11,November,16.67,28.26,22.465,1.364,1.614,0.751,17.567
2000-11-28,2000,11,November,14.178,30.637,22.408,3.344,1.572,0.705,17.364
2000-11-29,2000,11,November,17.293,28.979,23.136,6.353,1.464,0.835,19.886
2000-11-30,2000,11,November,17.279,28.169,22.724,12.035,1.065,0.851,25.589
2000-12-01,2000,12,December,18.119,25.367,21.743,35.088,1.52,0.864,15.193
2000-12-02,2000,12,December,13.64,26.882,20.261,14.811,1.452,0.866,13.886
2000-12-03,2000,12,December,15.708,28.263,21.986,17.779,1.058,0.851,13.477
2000-12-04,2000,12,December,15.833,30.033,22.933,22.35,1.254,0.851,26.328
2000-12-05,2000,12,December,17.057,24.496,20.776,5.478,1.445,0.916,14.642
2000-12-06,2000,12,December,17.201,27.983,22.592,7.907,1.77,0.865,15.295
2000-12-07,2000,12,December,16.769,25.886,21.328,2.635,2.198,0.808,23.783
2000-12-08,2000,12,December,15.974,22.183,19.078,2.75,2.697,0.889,9.113
2000-12-09,2000,12,December,14.076,30.003,22.04,2.467,2.312,0.743,22.977
2000-12-10,2000,12,December,13.094,34.532,23.813,0.096,1.111,0.663,17.962
2000-12-11,2000,12,December,18.619,34.717,26.668,3.334,1.816,0.734,15.008
2000-12-12,2000,12,December,17.28,26.042,21.661,20.708,1.668,0.903,27.371
2000-12-13,2000,12,December,16.513,28.79,22.652,1.421,1.949,0.778,20.672
2000-12-14,2000,12,December,17.309,28.349,22.829,6.348,1.672,0.853,22.347
2000-12-15,2000,12,December,17.693,27.142,22.418,9.539,1.342,0.888,22.616
2000-12-16,2000,12,December,17.29,22.078,19.684,16.364,1.637,0.927,7.387
2000-12-17,2000,12,December,16.916,27.987,22.452,13.108,1.513,0.824,14.403
2000-12-18,2000,12,December,17.126,28.095,22.61,8.175,1.372,0.841,13.975
2000-12-19,2000,12,December,15.64,28.26,21.95,1.936,1.484,0.797,22.508
2000-12-20,2000,12,December,12.269,29.724,20.996,4.202,1.39,0.739,18.556
2000-12-21,2000,12,December,15.885,28.002,21.944,10.636,1.524,0.859,30.791
2000-12-22,2000,12,December,14.837,26.321,20.579,16.014,1.724,0.907,25.578
2000-12-23,2000,12,December,17.066,22.774,19.92,9.395,1.946,0.88,10.463
2000-12-24,2000,12,December,17.021,26.411,21.716,1.03,3.852,0.739,21.978
2000-12-25,2000,12,December,17.127,26.061,21.594,2.62,3.373,0.76,22.332
2000-12-26,2000,12,December,17.566,23.329,20.447,15.528,2.359,0.928,13.132
2000-12-27,2000,12,December,17.786,21.583,19.684,21.029,1.42,0.958,10.202
2000-12-28,2000,12,December,17.02,23.573,20.296,5.476,1.803,0.898,21.318
2000-12-29,2000,12,December,17.16,29.26,23.21,10.736,1.102,0.895,24.625
2000-12-30,2000,12,December,15.121,24.323,19.722,2.187,3.242,0.785,17.355
2000-12-31,2000,12,December,13.569,28.181,20.875,0.628,2.306,0.71,18.128
2001-01-01,2001,1,January,16.498,32.516,24.507,5.873,1.94,0.762,20.011
2001-01-02,2001,1,January,16.448,25.103,20.776,8.102,3.412,0.841,27.015
2001-01-03,2001,1,January,15.161,29.879,22.52,2.203,1.928,0.769,24.112
2001-01-04,2001,1,January,17.165,26.58,21.872,2.359,1.775,0.863,16.347
2001-01-05,2001,1,January,17.324,22.275,19.8,8.907,1.61,0.944,18.031
2001-01-06,2001,1,January,15.692,25.135,20.414,11.893,1.07,0.923,20.43
2001-01-07,2001,1,January,15.645,26.46,21.053,1.6,2.007,0.863,14.101
2001-01-08,2001,1,January,15.419,27.512,21.466,2.783,2.221,0.788,28.806
2001-01-09,2001,1,January,16.63,31.11,23.87,0.0,2.578,0.603,29.505
2001-01-10,2001,1,January,16.794,30.662,23.728,0.191,2.417,0.658,22.06
2001-01-11,2001,1,January,18.011,31.331,24.671,0.493,2.076,0.712,14.073
2001-01-12,2001,1,January,15.637,30.1,22.868,0.306,2.28,0.702,18.112
2001-01-13,2001,1,January,15.798,32.833,24.316,0.191,2.003,0.62,18.829
2001-01-14,2001,1,January,17.063,28.143,22.603,3.486,2.465,0.793,28.749
2001-01-15,2001,1,January,17.443,26.192,21.818,12.634,2.094,0.881,27.963
2001-01-16,2001,1,January,17.698,27.986,22.842,7.993,1.504,0.897,24.167
2001-01-17,2001,1,January,17.276,22.819,20.048,26.753,1.774,0.93,9.72
2001-01-18,2001,1,January,16.745,21.445,19.095,5.184,2.12,0.929,14.779
2001-01-19,2001,1,January,16.649,21.775,19.212,13.13,3.113,0.944,8.48
2001-01-20,2001,1,January,14.659,29.568,22.114,0.038,2.656,0.676,22.309
2001-01-21,2001,1,January,14.346,29.254,21.8,3.857,1.803,0.763,19.197
2001-01-22,2001,1,January,15.855,25.475,20.665,1.837,3.223,0.803,17.11
2001-01-23,2001,1,January,15.575,27.263,21.419,2.517,3.168,0.731,26.731
2001-01-24,2001,1,January,15.447,26.866,21.156,0.577,1.887,0.757,19.951
2001-01-25,2001,1,January,16.425,28.457,22.441,2.227,1.913,0.77,27.286
2001-01-26,2001,1,January,16.769,27.9,22.334,4.746,2.186,0.805,24.682
2001-01-27,2001,1,January,16.073,27.536,21.804,8.581,1.726,0.862,16.96
2001-01-28,2001,1,January,15.999,26.975,21.487,1.629,1.914,0.845,13.412
2001-01-29,2001,1,January,16.785,28.798,22.792,2.46,2.336,0.787,21.207
2001-01-30,2001,1,January,17.405,24.824,21.114,10.392,2.4,0.901,21.996
2001-01-31,2001,1,January,16.11,20.26,18.185,14.485,2.984,0.932,9.007
2001-02-01,2001,2,February,15.645,29.101,22.373,0.757,2.797,0.726,19.877
2001-02-02,2001,2,February,14.542,29.709,22.126,0.0,2.74,0.628,23.419
2001-02-03,2001,2,February,17.196,29.128,23.162,0.748,2.626,0.67,18.78
2001-02-04,2001,2,February,16.493,27.357,21.925,3.219,2.895,0.808,21.768
2001-02-05,2001,2,February,16.026,23.046,19.536,3.004,1.838,0.881,9.603
2001-02-06,2001,2,February,16.193,25.111,20.652,6.39,2.793,0.87,16.793
2001-02-07,2001,2,February,15.227,29.741,22.484,0.046,2.759,0.686,25.982
2001-02-08,2001,2,February,18.294,23.558,20.926,0.603,4.429,0.778,13.788
2001-02-09,2001,2,February,17.6,23.166,20.383,1.528,4.021,0.832,12.717
2001-02-10,2001,2,February,16.944,26.092,21.518,1.413,2.927,0.766,21.089
2001-02-11,2001,2,February,16.728,26.586,21.657,11.224,1.244,0.883,19.91
2001-02-12,2001,2,February,13.232,23.892,18.562,12.809,1.429,0.944,17.583
2001-02-13,2001,2,February,15.716,26.567,21.142,2.297,2.36,0.844,23.634
2001-02-14,2001,2,February,17.678,24.737,21.208,16.244,1.602,0.904,23.374
2001-02-15,2001,2,February,17.437,21.263,19.35,18.194,1.275,0.955,6.381
2001-02-16,2001,2,February,16.741,23.988,20.364,16.375,2.291,0.928,8.118
2001-02-17,2001,2,February,16.238,26.888,21.563,0.738,2.859,0.753,21.66
2001-02-18,2001,2,February,17.009,25.774,21.392,3.938,2.255,0.866,19.154
2001-02-19,2001,2,February,16.752,27.284,22.018,4.262,1.946,0.818,17.964
2001-02-20,2001,2,February,17.346,30.79,24.068,2.472,1.612,0.771,14.794
2001-02-21,2001,2,February,18.771,25.956,22.364,2.796,2.323,0.8,17.717
2001-02-22,2001,2,February,17.624,25.434,21.529,1.112,3.141,0.822,16.925
2001-02-23,2001,2,February,16.152,28.29,22.221,0.995,2.567,0.745,23.076
2001-02-24,2001,2,February,16.28,27.485,21.882,8.703,1.263,0.858,25.453
2001-02-25,2001,2,February,15.908,20.703,18.306,20.792,0.941,0.961,2.903
2001-02-26,2001,2,February,15.374,24.153,19.764,16.761,1.439,0.918,27.912
2001-02-27,2001,2,February,16.931,27.451,22.191,14.572,2.015,0.899,22.709
2001-02-28,2001,2,February,17.532,24.439,20.986,25.762,1.729,0.934,10.911
2001-03-01,2001,3,March,16.374,28.697,22.536,0.062,3.31,0.771,23.688
2001-03-02,2001,3,March,17.914,28.012,22.963,4.346,2.981,0.806,19.215
2001-03-03,2001,3,March,16.035,26.066,21.05,3.2,1.196,0.832,14.501
2001-03-04,2001,3,March,14.585,31.01,22.798,0.611,1.639,0.696,19.957
2001-03-05,2001,3,March,18.116,30.749,24.432,3.646,1.831,0.718,15.787
2001-03-06,2001,3,March,17.564,29.516,23.54,8.383,1.482,0.847,20.674
2001-03-07,2001,3,March,17.88,25.422,21.651,14.279,1.546,0.929,16.592
2001-03-08,2001,3,March,16.282,27.244,21.763,1.466,2.458,0.843,14.267
2001-03-09,2001,3,March,17.095,25.528,21.312,4.046,2.4,0.844,17.388
2001-03-10,2001,3,March,16.725,22.875,19.8,3.471,1.77,0.916,13.51
2001-03-11,2001,3,March,15.513,21.052,18.282,11.8,1.195,0.959,8.42
2001-03-12,2001,3,March,16.203,23.314,19.758,6.705,1.516,0.938,12.281
2001-03-13,2001,3,March,16.579,29.13,22.854,4.568,1.973,0.817,27.78
2001-03-14,2001,3,March,13.429,27.634,20.532,8.752,1.751,0.881,18.189
2001-03-15,2001,3,March,16.654,26.028,21.341,11.234,2.488,0.884,25.114
2001-03-16,2001,3,March,17.536,22.448,19.992,10.804,2.498,0.925,17.35
2001-03-17,2001,3,March,16.71,19.319,18.014,20.569,1.652,0.973,3.421
2001-03-18,2001,3,March,16.513,26.058,21.286,8.779,1.164,0.891,19.964
2001-03-19,2001,3,March,17.742,24.226,20.984,18.38,1.754,0.93,19.711
2001-03-20,2001,3,March,16.796,28.582,22.689,5.871,1.397,0.901,10.925
2001-03-21,2001,3,March,15.046,25.953,20.499,6.108,1.334,0.89,22.537
2001-03-22,2001,3,March,17.673,23.884,20.778,7.019,1.4,0.924,11.411
2001-03-23,2001,3,March,16.976,25.16,21.068,15.115,1.992,0.919,20.033
2001-03-24,2001,3,March,17.534,27.287,22.41,5.376,1.924,0.894,18.657
2001-03-25,2001,3,March,17.249,25.712,21.48,1.301,1.865,0.873,17.748
2001-03-26,2001,3,March,14.918,24.537,19.728,9.937,1.597,0.911,26.81
2001-03-27,2001,3,March,16.89,25.084,20.987,10.689,1.484,0.885,14.753
2001-03-28,2001,3,March,17.548,26.247,21.898,11.62,2.578,0.886,25.431
2001-03-29,2001,3,March,16.217,24.705,20.461,4.07,2.776,0.895,17.771
2001-03-30,2001,3,March,16.811,28.23,22.52,7.706,2.621,0.796,25.003
2001-03-31,2001,3,March,16.441,23.468,19.954,18.193,1.872,0.92,22.729
2001-04-01,2001,4,April,16.139,25.739,20.939,4.259,2.256,0.879,22.618
2001-04-02,2001,4,April,16.479,26.532,21.505,1.586,2.429,0.848,22.977
2001-04-03,2001,4,April,15.694,25.764,20.729,2.863,2.276,0.858,27.284
2001-04-04,2001,4,April,16.365,24.035,20.2,12.178,2.428,0.921,27.03
2001-04-05,2001,4,April,17.075,23.645,20.36,0.56,3.412,0.859,17.473
2001-04-06,2001,4,April,13.427,25.258,19.342,0.115,3.585,0.801,24.434
2001-04-07,2001,4,April,14.443,25.93,20.186,0.007,2.869,0.795,27.319
2001-04-08,2001,4,April,13.791,28.88,21.336,0.0,2.036,0.739,24.491
2001-04-09,2001,4,April,13.478,29.975,21.726,0.0,1.945,0.685,25.58
2001-04-10,2001,4,April,14.434,29.449,21.942,0.0,2.337,0.65,27.332
2001-04-11,2001,4,April,14.228,30.237,22.232,0.0,2.147,0.659,26.849
2001-04-12,2001,4,April,14.383,28.19,21.286,0.235,2.157,0.757,17.196
2001-04-13,2001,4,April,14.079,28.109,21.094,0.0,2.588,0.711,26.701
2001-04-14,2001,4,April,16.051,27.107,21.579,0.0,2.812,0.677,26.291
2001-04-15,2001,4,April,13.912,27.414,20.663,0.0,2.638,0.755,22.298
2001-04-16,2001,4,April,14.801,28.076,21.438,0.077,2.792,0.761,26.138
2001-04-17,2001,4,April,14.767,28.509,21.638,0.185,2.76,0.77,19.269
2001-04-18,2001,4,April,14.766,28.312,21.539,0.01,3.031,0.738,24.048
2001-04-19,2001,4,April,14.041,28.439,21.24,3.699,2.983,0.785,25.87
2001-04-20,2001,4,April,14.603,28.047,21.325,0.0,2.765,0.729,25.595
2001-04-21,2001,4,April,13.681,27.441,20.561,0.0,2.831,0.664,25.895
2001-04-22,2001,4,April,12.175,27.41,19.792,0.0,2.717,0.653,25.728
2001-04-23,2001,4,April,12.963,27.919,20.441,0.0,2.372,0.666,19.915
2001-04-24,2001,4,April,15.008,29.019,22.014,0.256,2.199,0.687,24.255
2001-04-25,2001,4,April,15.734,28.436,22.085,0.093,2.674,0.69,20.389
2001-04-26,2001,4,April,16.659,28.143,22.401,0.0,2.6,0.618,19.066
2001-04-27,2001,4,April,15.082,29.674,22.378,0.0,2.406,0.582,16.712
2001-04-28,2001,4,April,15.25,29.522,22.386,0.0,2.821,0.587,25.272
2001-04-29,2001,4,April,13.185,28.698,20.942,0.0,3.084,0.552,25.652
2001-04-30,2001,4,April,10.422,27.519,18.97,0.0,3.101,0.541,25.718
2001-05-01,2001,5,May,9.696,27.647,18.672,0.0,2.34,0.578,25.422
2001-05-02,2001,5,May,10.906,28.13,19.518,0.0,2.423,0.598,25.201
2001-05-03,2001,5,May,10.308,27.305,18.806,0.0,2.302,0.612,25.059
2001-05-04,2001,5,May,8.236,27.448,17.842,0.0,2.052,0.572,25.419
2001-05-05,2001,5,May,7.654,29.049,18.352,0.0,1.785,0.47,25.222
2001-05-06,2001,5,May,9.053,28.847,18.95,0.0,2.302,0.459,24.61
2001-05-07,2001,5,May,12.776,28.579,20.678,0.0,2.635,0.48,24.382
2001-05-08,2001,5,May,11.804,28.402,20.103,0.0,2.698,0.552,24.431
2001-05-09,2001,5,May,11.455,28.153,19.804,0.0,2.447,0.582,18.837
2001-05-10,2001,5,May,12.434,27.323,19.878,0.0,2.847,0.592,23.67
2001-05-11,2001,5,May,11.206,27.155,19.181,0.0,3.341,0.583,24.224
2001-05-12,2001,5,May,11.254,25.89,18.572,0.0,3.564,0.635,24.191
2001-05-13,2001,5,May,10.279,24.731,17.505,0.0,3.558,0.613,24.384
2001-05-14,2001,5,May,8.16,24.658,16.409,0.0,2.826,0.688,24.029
2001-05-15,2001,5,May,8.271,25.206,16.739,0.0,2.561,0.689,22.728
2001-05-16,2001,5,May,9.829,26.384,18.107,0.0,2.839,0.604,20.737
2001-05-17,2001,5,May,13.078,25.373,19.226,0.0,2.883,0.477,20.462
2001-05-18,2001,5,May,8.969,25.975,17.472,0.0,2.704,0.531,23.473
2001-05-19,2001,5,May,8.353,26.907,17.63,0.0,2.237,0.622,19.376
2001-05-20,2001,5,May,8.774,25.859,17.316,0.0,2.579,0.653,14.179
2001-05-21,2001,5,May,10.922,31.055,20.989,0.0,2.187,0.62,14.327
2001-05-22,2001,5,May,11.815,28.099,19.957,0.0,2.186,0.577,17.411
2001-05-23,2001,5,May,12.423,26.653,19.538,0.0,2.381,0.492,15.156
2001-05-24,2001,5,May,13.458,27.693,20.576,0.0,3.145,0.452,23.257
2001-05-25,2001,5,May,11.164,27.763,19.464,0.014,2.782,0.542,22.79
2001-05-26,2001,5,May,12.295,28.594,20.444,0.01,2.716,0.482,22.59
2001-05-27,2001,5,May,12.882,28.287,20.584,0.0,2.777,0.484,19.705
2001-05-28,2001,5,May,10.859,27.274,19.066,0.0,3.464,0.535,22.97
2001-05-29,2001,5,May,13.03,25.326,19.178,0.0,3.811,0.545,22.566
2001-05-30,2001,5,May,11.504,25.138,18.321,0.0,3.128,0.503,23.072
2001-05-31,2001,5,May,8.323,26.186,17.254,0.0,2.591,0.599,22.849
2001-06-01,2001,6,June,8.203,27.514,17.858,0.0,2.249,0.536,22.917
2001-06-02,2001,6,June,7.651,27.008,17.33,0.0,2.293,0.501,22.97
2001-06-03,2001,6,June,6.474,26.707,16.59,0.0,2.398,0.43,22.984
2001-06-04,2001,6,June,7.759,26.556,17.158,0.0,2.649,0.468,22.386
2001-06-05,2001,6,June,9.499,27.234,18.367,0.0,2.776,0.501,22.245
2001-06-06,2001,6,June,8.485,26.343,17.414,0.0,3.109,0.517,23.01
2001-06-07,2001,6,June,8.108,23.823,15.966,0.0,3.516,0.576,22.412
2001-06-08,2001,6,June,10.136,20.821,15.478,0.343,3.616,0.674,11.292
2001-06-09,2001,6,June,12.806,22.811,17.808,0.27,3.36,0.676,8.24
2001-06-10,2001,6,June,12.017,23.779,17.898,0.177,2.838,0.676,9.507
2001-06-11,2001,6,June,12.397,24.042,18.22,0.203,2.113,0.604,10.148
2001-06-12,2001,6,June,9.203,22.724,15.963,0.0,3.075,0.573,15.479
2001-06-13,2001,6,June,7.683,23.687,15.685,0.0,3.497,0.522,21.37
2001-06-14,2001,6,June,7.885,23.89,15.887,0.0,3.426,0.508,22.264
2001-06-15,2001,6,June,7.575,24.493,16.034,0.0,3.191,0.506,22.4
2001-06-16,2001,6,June,7.151,24.695,15.923,0.0,3.276,0.532,22.624
2001-06-17,2001,6,June,5.883,24.528,15.205,0.0,2.749,0.511,22.704
2001-06-18,2001,6,June,4.809,24.72,14.765,0.0,2.253,0.546,22.796
2001-06-19,2001,6,June,6.24,25.596,15.918,0.0,2.638,0.503,22.476
2001-06-20,2001,6,June,7.092,26.651,16.871,0.0,2.725,0.419,22.61
2001-06-21,2001,6,June,6.524,26.585,16.554,0.0,2.668,0.388,22.585
2001-06-22,2001,6,June,7.24,27.305,17.273,0.0,2.488,0.392,22.668
2001-06-23,2001,6,June,7.397,29.276,18.336,0.0,2.139,0.39,22.581
2001-06-24,2001,6,June,9.851,29.209,19.53,0.0,2.624,0.379,22.227
2001-06-25,2001,6,June,11.955,30.116,21.036,0.0,2.572,0.379,22.01
2001-06-26,2001,6,June,11.625,30.097,20.861,0.0,2.216,0.35,21.3
2001-06-27,2001,6,June,14.446,28.508,21.477,0.0,2.989,0.297,18.297
2001-06-28,2001,6,June,10.03,27.775,18.902,0.0,3.163,0.303,22.761
2001-06-29,2001,6,June,9.747,26.965,18.356,0.0,2.81,0.307,22.782
2001-06-30,2001,6,June,8.558,26.685,17.621,0.0,2.76,0.359,22.793
2001-07-01,2001,7,July,7.301,26.625,16.963,0.0,2.964,0.394,22.491
2001-07-02,2001,7,July,9.511,26.754,18.133,0.0,3.351,0.424,22.371
2001-07-03,2001,7,July,8.547,26.828,17.688,0.0,3.108,0.458,22.551
2001-07-04,2001,7,July,8.298,27.681,17.99,0.0,2.542,0.44,22.81
2001-07-05,2001,7,July,7.162,27.426,17.294,0.0,2.373,0.428,22.749
2001-07-06,2001,7,July,8.328,26.793,17.56,0.0,3.151,0.41,22.838
2001-07-07,2001,7,July,9.196,25.21,17.203,0.0,3.782,0.459,22.662
2001-07-08,2001,7,July,9.005,25.214,17.11,0.0,3.589,0.591,22.519
2001-07-09,2001,7,July,7.741,25.603,16.672,0.0,2.942,0.517,22.766
2001-07-10,2001,7,July,7.581,24.807,16.194,0.0,2.88,0.532,22.854
2001-07-11,2001,7,July,6.636,25.003,15.82,0.0,2.862,0.501,23.063
2001-07-12,2001,7,July,6.88,25.479,16.18,0.0,2.927,0.477,23.105
2001-07-13,2001,7,July,7.216,25.103,16.16,0.0,2.895,0.503,23.017
2001-07-14,2001,7,July,7.805,26.3,17.053,0.0,2.769,0.518,23.049
2001-07-15,2001,7,July,7.446,26.131,16.789,0.0,2.873,0.487,23.232
2001-07-16,2001,7,July,6.311,26.719,16.515,0.0,2.285,0.496,23.282
2001-07-17,2001,7,July,5.835,28.403,17.119,0.0,1.799,0.489,23.399
2001-07-18,2001,7,July,6.938,28.493,17.715,0.0,1.755,0.478,23.358
2001-07-19,2001,7,July,6.313,29.657,17.985,0.0,1.75,0.409,23.8
2001-07-20,2001,7,July,7.254,29.135,18.195,0.0,2.038,0.298,23.754
2001-07-21,2001,7,July,5.559,28.548,17.054,0.0,2.435,0.257,23.85
2001-07-22,2001,7,July,8.123,28.107,18.115,0.0,3.203,0.222,23.864
2001-07-23,2001,7,July,6.584,27.173,16.878,0.0,2.932,0.235,23.911
2001-07-24,2001,7,July,6.582,26.821,16.701,0.0,3.024,0.271,24.034
2001-07-25,2001,7,July,7.09,26.734,16.912,0.0,3.51,0.327,24.089
2001-07-26,2001,7,July,8.883,25.156,17.019,0.0,4.167,0.45,24.079
2001-07-27,2001,7,July,6.296,25.004,15.65,0.0,2.991,0.409,24.119
